Pricing Date,Issuer Ticker,Issuer Name,Offer Size (M),Offer Price,Offer To 1st Close,Initial Pub Offer (Shares Offered),Bookrunner,Industry Sector,Market Cap at Offer (M),Instit Owner (% Shares Out),Primary Exchange
12/6/04,GKR LN,Gatekeeper Systems Inc/United States,15.3828,48,6.25,16900000.00,Tenebris Realisations Ltd,"Consumer, Non-cyclical",41.1375,, 
11/23/04,FAM US,First Trust/abrdn Global Oppor,330,20,0.050000001,16500000.00,BofA Securities,Financial,0,3.2327, 
11/22/04,UAPH US,UAP Holding Corp,504.85,16,2,27437500.00,"UBS, Goldman Sachs",Basic Materials,805.97,0.00339971, 
11/22/04,RFR US,RMR F.I.R.E. Fund,37,25,-0.400000006,1480000.00,RBC Capital Markets,Financial,0,, 
11/19/04,DRY US,Coinmach Service LLC,257.953,13.64,-2.52E-06,18333300.00,BofA Securities,"Consumer, Non-cyclical",287.16,, 
11/18/04,2997709Q US,PortalPlayer LLC,122.188,17,51.76470566,6250000.00,"UBS, Citi",Technology,392.19,, 
11/18/04,MPWR US,Monolithic Power Systems Inc,53.4295,8.5,15.76470566,5500000.00,"Goldman Sachs, BofA Securities",Technology,226.81,99.4238,NASDAQ GS
11/17/04,IWA US,Iowa Telecommunications Services Inc,417.58,19,9.473684311,19111200.00,"BofA Securities, Morgan Stanley",Communications,586.42,, 
11/17/04,PRAI US,PRA International Delaware Inc,131.1,19,10.52631569,6000000.00,"UBS, JP Morgan","Consumer, Non-cyclical",415.13,, 
11/17/04,SUAI US,Specialty Underwriters' Alliance Inc,124.659,9.5,0.736842096,12700000.00,B Riley Financial Inc,Financial,136.46,, 
11/17/04,GLD US,SPDR Gold Shares,101.683,44.21,0.384530455,2300000.00,UBS,Funds,0,40.8666,NYSE Arca
11/15/04,INPC US,InPhonic Inc,163.875,19,26.31579018,7500000.00,"JP Morgan, Deutsche Bank",Communications,612.55,0.00243724, 
11/10/04,NLC US,Nalco Holding Co,766.666,15,8,44444400.00,"JP Morgan, UBS, Goldman Sachs, Citi",Industrial,2124.95,, 
11/10/04,ORA US,Ormat Technologies Inc,107.812,15,4.466666698,6250000.00,Lehman Brothers,Utilities,473.44,103.636,New York
11/10/04,ZIPR US,ZipRealty Inc,68.0225,13,25.38461494,4550000.00,"Deutsche Bank, UBS",Communications,247.71,, 
11/9/04,OHAI US,OHA Investment Corp,261,15,0,16000000.00,"Raymond James & Associates, B Riley Financial Inc",Financial,0,, 
11/8/04,HAV US,Helios Advantage Income Fund Inc,360,15,1.666666627,24000000.00,Raymond James & Associates,Financial,0,, 
11/8/04,CPNO US,Copano Energy LLC,115,20,13.5,5000000.00,"RBC Capital Markets, KeyBanc Capital Markets, Sanders Morris Harris LLC",Energy,140.76,, 
11/4/04,MKTX US,MarketAxess Holdings Inc,63.25,11,59,5000000.00,"JP Morgan, UBS","Consumer, Non-cyclical",250.97,109.992,NASDAQ GS
11/1/04,1488164D US,Aames Investment Corp,342.125,8.5,9.411765099,35000000.00,B Riley Financial Inc,Financial,476.6,, 
10/28/04,DLR US,Digital Realty Trust Inc,257.056,12,0,20000000.00,"BofA Securities, Citi",Financial,240,105.314,New York
10/28/04,USSPQ US,US Shipping Corp,153.524,22.25,4.494381905,6000000.00,"Lehman Brothers, Citi",Industrial,153.52,0.216042, 
10/28/04,RLOGU US,Rand Logistics Inc,24,6,0.333333343,4000000.00,EarlyBirdCapital.com,Industrial,30,, 
10/27/04,DWA US,DreamWorks Animation LLC,933.8,28,38.3928566,29000000.00,"Goldman Sachs, JP Morgan","Consumer, Cyclical",1613.64,, 
10/27/04,CLMS US,Calamos Asset Management Inc,414,18,10.66666698,20000000.00,"BofA Securities, Citi",Financial,324,, 
10/27/04,2102955D US,GMH Communities Trust,364.212,12,0,28571400.00,BofA Securities,Financial,343.11,, 
10/27/04,BBW US,Build-A-Bear Workshop Inc,172.086,20,25.25,7482000.00,"Citi, UBS","Consumer, Cyclical",391.03,113.293,New York
10/27/04,GRE US,S&P 500 GEARED Fund Inc,139.8,20,0,6750000.00,BofA Securities,Financial,0,, 
10/27/04,FOXH US,FoxHollow Technologies Inc,72.45,14,46.07143021,4500000.00,"Piper Sandler & Co, JP Morgan","Consumer, Non-cyclical",309.24,, 
10/26/04,PFN US,PIMCO Income Strategy Fund II,826,20,0.050000001,37000000.00,BofA Securities,Financial,0,16.2619,New York
10/26/04,EOI US,Eaton Vance Enhanced Equity Income Fund,750,20,0,37500000.00,"BofA Securities, UBS, Wells Fargo",Financial,0,20.7249,New York
10/26/04,BXMX US,Nuveen S&P 500 Buy-Write Income Fund,747.8,20,0.300000012,33800000.00,"Citi, RBC Capital Markets, Wells Fargo",Financial,0,18.9915, 
10/26/04,GFY US,Western Asset Variable Rate Strategic Fund Inc,164,20,0,7900000.00,"Stifel, RBC Capital Markets, Citi",Financial,0,36.3069, 
10/25/04,1023767D US,NorthStar Realty Finance Corp/old,190.447,9,-2.777777672,20000000.00,B Riley Financial Inc,Financial,180.77,, 
10/21/04,CUBE US,CubeSmart,460,16,4.5625,25000000.00,Lehman Brothers,Financial,597.52,99.643,New York
10/21/04,ATP CN,Atlantic Power Corp,296.277,10,-0.100000002,32000000.00,BMO Capital Markets,Utilities,0,, 
10/21/04,ABBC US,Abington Bancorp Inc,71.415,10,33.5,7141500.00,Stifel,Financial,0,, 
10/20/04,SHO US,Sunstone Hotel Investors Inc,412.505,17,0,21100000.00,"BofA Securities, Morgan Stanley, Citi",Financial,649.71,88.6249,New York
10/20/04,VNUS US,Vnus Medical Technologies Inc,80.64,15,0.266666681,5376000.00,"Piper Sandler & Co, BofA Securities","Consumer, Non-cyclical",205.01,, 
10/19/04,BDAY US,Celebrate Express Inc,49.6,15.5,7.741935253,3200000.00,TD Securities,"Consumer, Cyclical",108.32,, 
10/19/04,PED/U US,SmartPros LLC,7.65,12.75,1.960784316,600000.00,"Paulson Investment Co Inc, Joseph Gunnar & Co, Newbridge Securities Corp",Technology,64.9,, 
10/18/04,LOCM US,Local Corp,25.296,8,-4.375,2750000.00,Roth Capital Partners Inc,Communications,46.74,,OTC US
10/15/04,0561286D US,CoTherix Inc,30,6,0,5000000.00,"Piper Sandler & Co, CIBC","Consumer, Non-cyclical",117.54,, 
10/14/04,GGBMQ US,Gigabeam Corp,6.565,5.05,-16.83168602,1300000.00,HCFP/Brenner Securities LLC,Communications,22.81,, 
10/13/04,1889180D US,PlanetOut Inc,48.1275,9,15.55555534,4650000.00,"TD Securities, RBC Capital Markets",Communications,145.26,, 
10/13/04,2628251D US,Answers.com Corp,13.5125,5,1.799999952,2350000.00,Maxim Group LLC,Communications,18.01,, 
10/12/04,HURN US,Huron Consulting Group Inc,89.125,15.5,21.93548393,5000000.00,"UBS, Deutsche Bank","Consumer, Non-cyclical",264.06,114.92,NASDAQ GS
10/12/04,XLT LN,XL TechGroup Inc,41.3057,150,6.666666508,15333300.00,G-FAS Corp,Financial,129.841,4.42712, 
10/7/04,9881625Q US,B&G Foods Inc,300,15,0,17391300.00,"UBS, BofA Securities, RBC Capital Markets","Consumer, Non-cyclical",452.69,, 
10/6/04,RTWIQ US,RTW Retailwinds Inc,195.5,17,13.52941132,10000000.00,JP Morgan,"Consumer, Cyclical",892.18,2.30939, 
10/6/04,TPGI US,Thomas Properties Group Inc,171.428,12,0.5,14285700.00,B Riley Financial Inc,Financial,372.11,, 
10/6/04,GKIS US,Pilgrim's Pride Corp of Georgia Inc,149.6,11,3.636363745,12000000.00,BofA Securities,"Consumer, Non-cyclical",567.6,, 
10/6/04,ILSE US,Intralase Corp,99.2123,13,25,6636310.00,BofA Securities,"Consumer, Non-cyclical",330.59,, 
10/5/04,ARCC US,Ares Capital Corp,165,15,0.13333334,11000000.00,"BofA Securities, Wells Fargo",Financial,255.25,34.799,NASDAQ GS
10/5/04,ACFC US,Atlantic Coast Financial Corp,58.19,10,17.5,5819000.00,B Riley Financial Inc,Financial,0,, 
10/4/04,TXRH US,Texas Roadhouse Inc,182.366,17.5,28.34285736,9108410.00,"BofA Securities, Wells Fargo","Consumer, Cyclical",534.15,102.907,NASDAQ GS
10/4/04,INVA US,Innoviva Inc,113.16,16,13.1875,6150000.00,"BofA Securities, Lehman Brothers","Consumer, Non-cyclical",666.54,106.245,NASDAQ GS
10/1/04,1903510D US,SI Financial Group Inc,39.1,10,12,3910000.00,Sandler O'Neill & Partners,Financial,0,, 
9/30/04,2771627Q US,Eagle Hospitality Properties Trust Inc,163.516,9.75,5.128205299,14583300.00,"AG Edwards & Sons LLC, Wells Fargo",Financial,147.76,, 
9/30/04,PSPT US,PeopleSupport Inc,51.9483,7,-7.142857075,6818180.00,TD Securities,"Consumer, Non-cyclical",121.39,, 
9/30/04,HCO/U US,MPC Corp,9.9,5.5,0,1800000.00,"Pali Capital Inc, Capital Growth Financial LLC",Technology,20.12,, 
9/29/04,CLWA US,CallWave Inc,40,10,-4.5,4000000.00,Deutsche Bank,Technology,189.05,, 
9/28/04,JMDT US,Jamdat Mobile Inc,102.12,16,40.6875,,"BofA Securities, Lehman Brothers",Communications,316,, 
9/28/04,SHC AU,Nuwellis Inc,14.062,0.5,14,40000000.00,Wilson HTM Investment Group,"Consumer, Non-cyclical",0,, 
9/27/04,KYN US,Kayne Anderson Energy Infrastr,750,25,0,30000000.00,"Citi, UBS",Financial,0,34.7315,New York
9/27/04,VSCN US,Visual Sciences Inc/San Diego CA,48.875,8.5,6.352941036,5000000.00,"RBC Capital Markets, B Riley Financial Inc",Technology,132.22,, 
9/23/04,GCS US,DWS Enhanced Commodity Strategy Fund Inc,366.975,15,0.333333343,24350000.00,"BofA Securities, UBS, AG Edwards & Sons LLC, Deutsche Bank",Financial,0,, 
9/23/04,1440013D US,Cogent Inc,248.4,12,49.83333206,18000000.00,"Morgan Stanley, JP Morgan",Industrial,936,, 
9/22/04,BECN US,Beacon Roofing Supply Inc,201.825,13,23,13500000.00,JP Morgan,"Consumer, Cyclical",342.67,12.3784, 
9/22/04,2503457D US,Educate Inc,189.75,11,9,15000000.00,"Goldman Sachs, BofA Securities","Consumer, Non-cyclical",468.32,, 
9/22/04,VLLY US,Valley Bancorp,19.1475,18,16.83333397,925000.00,Sandler O'Neill & Partners,Financial,47.71,, 
9/20/04,SAX US,Saxon Capital Inc,386.75,22.75,0.08791209,17000000.00,B Riley Financial Inc,Financial,1134.16,, 
9/20/04,NEPH US,Nephros Inc,12.6,6,-2.5,2100000.00,Shemano Group,"Consumer, Non-cyclical",72.73,50.329,NASDAQ CM
9/16/04,BMNM US,Bimini Capital Management Inc,83.375,14.5,5.86206913,5000000.00,Flagstone Securities LLC,Financial,217.68,,OTC US
9/14/04,9988998D US,StoneMor Partners LP,86.6381,20.5,5.365853786,3675000.00,Lehman Brothers,"Consumer, Non-cyclical",86.92,0.00201706, 
8/26/04,FFA US,First Trust Enhanced Equity Income Fund,395.5,20,0,18500000.00,"Raymond James & Associates, AG Edwards & Sons LLC, BofA Securities",Financial,0,32.683,New York
8/26/04,2588565D US,eCost.com Inc,21.924,5.8,3.431030989,3465000.00,William Blair & Co LLC,Communications,99.47,, 
8/25/04,BGT US,BlackRock Floating Rate Income Trust,469.5,20,0,23000000.00,UBS,Financial,0,33.4435,New York
8/24/04,CMAQU US,China Mineral Acquisition Corp,24,6,0,4000000.00,Broadband Capital Management LLC,Diversified,30,, 
8/18/04,GOOGL US,Alphabet Inc,1916.4,85,18.04117584,19605100.00,"UBS, Morgan Stanley",Communications,2856.29,82.1177,NASDAQ GS
8/17/04,SNBT US,SNB Bancshares Inc/TX,57.0818,10.5,14.28571415,4727270.00,Stifel,Financial,94.91,, 
8/12/04,CNS US,Cohen & Steers Inc,112.125,13,0,7500000.00,BofA Securities,Financial,444.6,56.3134,New York
8/11/04,EXR US,Extra Space Storage Inc,290.375,12.5,0,20200000.00,"BofA Securities, UBS",Financial,351.75,111.15,New York
8/11/04,ACC US,American Campus Communities Inc,220.763,17.5,0,12100000.00,"Citi, Deutsche Bank",Financial,211.75,0.0112028, 
8/11/04,1656874D US,Archipelago Holdings Inc,145.475,11.5,6.956521511,11000000.00,Goldman Sachs,Financial,532.58,, 
8/11/04,STXS US,Stereotaxis Inc,47.6988,8,-2.25,5500000.00,Goldman Sachs,"Consumer, Non-cyclical",213.07,48.0128,NYSEAmerican
8/10/04,KRG US,Kite Realty Group Trust,237.9,13,0,16300000.00,"Wells Fargo, Lehman Brothers",Financial,222.93,109.662,New York
8/10/04,WLK US,Westlake Corp,194.173,14.5,1.034482718,11764700.00,"JP Morgan, UBS, Deutsche Bank",Basic Materials,917.42,38.0272,New York
8/10/04,8184843Q US,Placer Sierra Bancshares,130.23,20,-2.5,5730000.00,"RBC Capital Markets, Stifel, B Riley Financial Inc",Financial,286.52,, 
8/9/04,EOXLQ US,Emerald Oil Inc,36.8,8,-14.25,4000000.00,Feltl & Co,Energy,151.04,, 
8/6/04,1993649D US,BioMed Realty Trust Inc,465.75,15,6,27000000.00,Raymond James & Associates,Financial,410,, 
8/6/04,FMMH US,Fremont Michigan InsuraCorp Inc,8.62118,10,20,862118.00,Centennial Securities Co Inc,Financial,0,, 
8/5/04,1551989D US,NAVTEQ Corp,1012,22,15,40000000.00,"BofA Securities, UBS",Technology,1927.67,, 
8/4/04,CVGI US,Commercial Vehicle Group Inc,133.699,13,0.769230783,9250000.00,UBS,"Consumer, Cyclical",220.85,51.4152,NASDAQ GS
8/4/04,RNOW US,RightNow Technologies Inc,47.1093,7,0,6300000.00,Morgan Stanley,Technology,199.4,, 
8/4/04,NRPH US,New River Pharmaceuticals Inc,33.6,8,-6.25,4200000.00,WR Hambrecht + Co LLC,"Consumer, Non-cyclical",142.1,, 
7/29/04,MHL US,MortgageIT Holdings Inc,175.2,12,0,14600000.00,"BofA Securities, UBS",Financial,232.31,, 
7/29/04,ENS US,EnerSys,156.25,12.5,0,12500000.00,"Lehman Brothers, Morgan Stanley",Industrial,574.32,103.018,New York
7/29/04,TPQCZ US,Trinity Partners Acquisition Co Inc,6.565,10.1,3.960391998,650000.00,HCFP/Brenner Securities LLC,"Consumer, Non-cyclical",0,, 
7/29/04,TPQCU US,Trinity Partners Acquisition Co Inc,1.3125,10.5,3.809523821,125000.00,HCFP/Brenner Securities LLC,"Consumer, Non-cyclical",0,, 
7/28/04,VLTR US,Volterra Semiconductor Corp,36.4688,8,3.125,4500000.00,Goldman Sachs,Technology,185.49,, 
7/27/04,JRO US,Nuveen Floating Rate Income Opportunity Fund,425.297,15,0,27800000.00,Citi,Financial,0,, 
7/27/04,MCN US,XAI Madison Equity Premium Inc,276.064,15,0,17350000.00,BofA Securities,Financial,0,22.3294,New York
7/27/04,FRB US,BlackRock Floating Rate Income Strategies Fund II Inc,209.5,20,0.050000001,10000000.00,BofA Securities,Financial,0,, 
7/27/04,GLV US,Clough Global Dividend and Income Fund,193.4,20,0,8750000.00,"BofA Securities, Raymond James & Associates",Financial,0,33.3544,NYSEAmerican
7/27/04,9876555D US,Gramercy Property Trust Inc,187.5,15,0,12500000.00,Wells Fargo,Financial,199.65,, 
7/27/04,PSEC US,Prospect Capital Corp,113.25,15,0,7000000.00,RBC Capital Markets,Financial,105,17.2164,NASDAQ GS
7/27/04,MNKD US,MannKind Corp,91.7994,14,0.571428597,6250000.00,"UBS, Piper Sandler & Co, BMO Capital Markets, Jefferies, Wells Fargo","Consumer, Non-cyclical",453.48,59.3755,NASDAQ GM
7/27/04,SBSWU US,Edgewave Inc,24.66,6,-0.333333343,3600000.00,"Newbridge Securities Corp, I-Bankers Securities Inc",Technology,48,, 
7/22/04,BUCY US,Bucyrus International Inc,222.525,18,25,10750000.00,Goldman Sachs,Industrial,204.59,, 
7/22/04,1556442D US,GigPeak Inc,41.7,6.95,-13.52517796,6000000.00,Paulson Investment Co Inc,Technology,114.57,0.00454306, 
7/22/04,AUXL US,Auxilium Pharmaceuticals LLC,41.25,7.5,-4,5500000.00,Deutsche Bank,"Consumer, Non-cyclical",154.4,0.121517, 
7/21/04,982553Q US,Dex Media Inc/Old,1008.16,19,2.631578922,53061200.00,"Morgan Stanley, BofA Securities, Lehman Brothers",Communications,2855.36,, 
7/21/04,KBAY US,Kanbay International Inc,106.893,13,16.92307663,7150000.00,UBS,Technology,420.68,, 
7/21/04,IDIX US,Idenix Pharmaceuticals LLC,81.2,14,-3.928571463,5800000.00,Goldman Sachs,"Consumer, Non-cyclical",668.88,, 
7/21/04,BLKB US,Blackbaud Inc,74.5088,8,6.875,8098800.00,"JP Morgan, BofA Securities",Technology,336.96,104.733,NASDAQ GS
7/21/04,NURO US,NeuroMetrix Inc,27.6,8,0.625,3000000.00,"Ladenburg Thalmann & Co, WR Hambrecht + Co LLC","Consumer, Non-cyclical",92.55,9.57833, 
7/19/04,MSSR US,McCormick & Schmick's Seafood Restaurants Inc,72,12,2.833333254,6000000.00,BofA Securities,"Consumer, Cyclical",165.39,, 
7/15/04,8222737Q US,NXP USA Inc,1690.28,13,7.846153736,121622000.00,"Goldman Sachs, JP Morgan, Citi",Technology,1581.09,, 
7/15/04,CFSI US,Education Services Co/Virginia,150,16,-2.25,9375000.00,"JP Morgan, BofA Securities",Financial,487.14,, 
7/15/04,QCCO US,QC Holdings Inc,80.5,14,8.571428299,5000000.00,RBC Capital Markets,"Consumer, Non-cyclical",285.19,, 
7/15/04,SRVY US,Greenfield Online Inc,74.75,13,43.84615326,5000000.00,Lehman Brothers,Communications,214.03,, 
7/15/04,0932839D US,Xenogen Corp,29.4,7,7.142857075,4200000.00,"Stifel, CIBC, Citizens Financial Group Inc","Consumer, Non-cyclical",104.84,, 
7/14/04,PFWD US,Phase Forward Inc,41.85,7.5,24.66666603,5250000.00,Stifel,Technology,237.8,, 
7/13/04,HMBNQ US,HomeBanc Corp/GA,290.625,7.5,8.666666985,34250000.00,"JP Morgan, B Riley Financial Inc",Financial,307.51,, 
7/12/04,DPZ US,Domino's Pizza Inc,339.107,14,-3.571428537,24221900.00,"JP Morgan, Citi","Consumer, Cyclical",961.15,114.256,NASDAQ GS
7/9/04,AFFMQ US,Affirmative Insurance Holdings Inc,131.537,14,0.142857149,8170000.00,"Piper Sandler & Co, Sandler O'Neill & Partners, William Blair & Co LLC, Raymond James & Associates",Financial,225.29,0.242334, 
7/9/04,1429746D US,Xenith Bankshares Inc/old,8.90599,8.5,7.058823586,623882.00,McKinnon & Co Inc,Financial,0,, 
7/8/04,1705055D US,Netlogic I LLC,69.3,12,-4.083333492,5775000.00,"BofA Securities, Lehman Brothers",Technology,226.53,, 
7/7/04,HEP US,Holly Energy Partners LP,155.75,22.25,10.33707905,6100000.00,Goldman Sachs,Energy,155.75,5.39533, 
7/6/04,PHC LN,Plant Health Care PLC,12.7008,52,8.653845787,13461500.00,Investec,Basic Materials,29.5016,38.2286, 
7/5/04,MP/H CN,MicroPlanet Technology Corp,1.0992,0.3,16.66666222,5000000.00,Canaccord Financial Inc,Industrial,0,, 
6/30/04,WCG US,WellCare Health Plans Inc,143.367,17,14.88235283,7333330.00,Morgan Stanley,"Consumer, Non-cyclical",630.17,5.09224, 
6/29/04,1508335D US,Life Time Inc,210.622,18.5,13.51351357,9900000.00,"UBS, BofA Securities","Consumer, Cyclical",641.84,, 
6/29/04,DWRI US,Design Within Reach Inc,56.58,12,36.91666794,4100000.00,"CIBC, TD Securities, William Blair & Co LLC","Consumer, Cyclical",154.14,, 
6/29/04,MYG CN,Mirati Therapeutics Inc,15.8566,4.25,0,4710000.00,"Macquarie, RBC Capital Markets","Consumer, Non-cyclical",0,18.3522, 
6/28/04,FCLF US,First Clover Leaf Financial Corp,17.6403,10,15,1764030.00,Stifel,Financial,0,, 
6/24/04,EFT US,Eaton Vance Floating-Rate Income Trust,680,20,0,34000000.00,"Citi, BofA Securities, Wells Fargo, UBS",Financial,0,35.8578,New York
6/24/04,CAB US,Cabela's Inc,179.688,20,30,7812500.00,"UBS, JP Morgan","Consumer, Cyclical",1295.4,, 
6/24/04,FEN US,First Trust Energy Income and Growth Fund,128,20,0.050000001,6400000.00,AG Edwards & Sons LLC,Financial,0,, 
6/24/04,2031205D US,Multi-Fineline Electronix Inc,55.665,10,0.400000006,5566510.00,Needham Group Inc/The,Industrial,232.58,, 
6/24/04,1851868D US,Motive Inc,50,10,1.5,5000000.00,JP Morgan,Technology,251.55,, 
6/24/04,HINTU US,Hill International Inc,40.8,6,0,6000000.00,EarlyBirdCapital.com,"Consumer, Non-cyclical",45,, 
6/24/04,MNKB US,Monadnock Bancorp Inc,3.3827,8,3.75,422834.00,Stifel,Financial,0,, 
6/23/04,BEE US,Strategic Hotels & Resorts Inc,283.36,14,2.5,17600000.00,Goldman Sachs,Financial,367.56,, 
6/23/04,ADAM US,Adamas Trust Inc,135,9,-0.666666687,15000000.00,B Riley Financial Inc,Financial,163.46,61.2697,NASDAQ GS
6/22/04,CRM US,Salesforce Inc,126.5,11,56.36363602,10000000.00,Morgan Stanley,Technology,1113.83,87.0922,New York
6/22/04,WCAA US,WCA Waste Corp,85.5,9.5,-9.578947067,9000000.00,"B Riley Financial Inc, Stifel",Industrial,138.59,, 
6/21/04,JHTXQ US,Jackson Hewitt Tax Service Inc,637.5,17,1.470588207,37500000.00,"Goldman Sachs, JP Morgan","Consumer, Non-cyclical",639.25,, 
6/21/04,CLRK US,Color Kinetics Inc,40,10,-0.5,4000000.00,"CIBC, Needham Group Inc/The",Industrial,178.8,, 
6/21/04,MNTA US,Momenta Pharmaceuticals Inc,39.9912,6.5,20.15384674,5350000.00,"BofA Securities, TD Securities","Consumer, Non-cyclical",159.66,, 
6/21/04,SNMX US,Senomyx Inc,38.7,6,12.5,6000000.00,Citi,"Consumer, Non-cyclical",148.07,0.470319, 
6/17/04,BBBB US,Blackboard Inc,88.55,14,42.92856979,5500000.00,UBS,Technology,352.36,, 
6/17/04,RTSX US,21st Century Oncology Inc,82.225,13,8.07692337,5500000.00,"Wells Fargo, BofA Securities","Consumer, Non-cyclical",289.82,, 
6/16/04,SIMPQ US,Simply Inc,13.59,6,-2.5,2000000.00,Gilford Securities Inc,Communications,31.27,,OTC US
6/15/04,3449016Q US,ADESA Inc,150,24,5.208333492,6250000.00,"BofA Securities, UBS","Consumer, Non-cyclical",2276.4,, 
6/15/04,LDIS US,Leadis Technology Inc,84,14,-6.428571224,6000000.00,Goldman Sachs,Technology,383.81,, 
6/15/04,1373473D US,Metabasis Therapeutics Inc,35,7,-4.857142925,5000000.00,"Deutsche Bank, TD Securities","Consumer, Non-cyclical",125.06,, 
6/9/04,CBRE US,CBRE Group Inc,460.357,19,-3.421052694,24000000.00,"Citi, UBS",Financial,1303.67,103.633,New York
6/9/04,2592980D US,Star Equity Holdings Inc,66,12,-1.916666627,5500000.00,"BofA Securities, JP Morgan",Industrial,215.98,6.70439, 
6/3/04,INHX US,Inhibitex LLC,38.689,7,3.142857075,5000000.00,"Stifel, Lazard","Consumer, Non-cyclical",122.47,, 
6/2/04,2279928Q US,Global Signal Inc,144.9,18,11.94444466,7000000.00,"BofA Securities, Morgan Stanley",Financial,879.38,, 
5/27/04,ALNY US,Alnylam Pharmaceuticals Inc,34.5,6,0.166666672,5000000.00,BofA Securities,"Consumer, Non-cyclical",115.7,107.503,NASDAQ GS
5/26/04,2558188D US,Western Asset Inflation Management Fund Inc,192,20,0,9600000.00,"Citi, BofA Securities",Financial,0,1.02163, 
5/26/04,BQY US,BlackRock Dividend Income Trust,90.375,15,0.13333334,5850000.00,,Financial,0,, 
5/26/04,RJETQ US,Republic Airways Holdings Inc,74.75,13,5.923077106,5000000.00,BofA Securities,"Consumer, Cyclical",330.85,, 
5/26/04,SP US,SP Plus Corp,57.5,11.5,8.695652008,4500000.00,"William Blair & Co LLC, Stifel","Consumer, Non-cyclical",118.43,14.6837, 
5/26/04,1709985D US,Chiesi USA Inc,42,7,1.428571463,6000000.00,TD Securities,"Consumer, Non-cyclical",167.35,, 
5/26/04,ACAD US,ACADIA Pharmaceuticals Inc,35,7,-4.285714149,5000000.00,BofA Securities,"Consumer, Non-cyclical",117.92,99.8519,NASDAQ GS
5/26/04,ANGO US,AngioDynamics Inc,24.6675,11,13.63636398,1950000.00,RBC Capital Markets,"Consumer, Non-cyclical",122.65,97.9702,NASDAQ GS
5/25/04,FCT US,First Trust Senior Floating Rate Income Fund II,504.5,20,0.050000001,23000000.00,BofA Securities,Financial,0,61.8542,New York
5/25/04,GLU US,Gabelli Global Utility & Income Trust/The,58,20,0.050000001,2900000.00,"BofA Securities, Citi",Financial,0,27.0299,NYSEAmerican
5/24/04,GNW US,Genworth Financial Inc,2855.58,19.5,0,145000000.00,"Goldman Sachs, Morgan Stanley",Financial,2855.58,92.3645,New York
5/19/04,1942974D US,Blue Nile Inc,88.1705,20.5,38.53658676,3740000.00,BofA Securities,Communications,355.49,, 
5/19/04,1233306D US,Animas Corp,73.3125,15,20,4250000.00,"JP Morgan, Piper Sandler & Co","Consumer, Non-cyclical",277.98,, 
5/13/04,RAMEU US,Battalion Oil Corp,33,6,3.333333254,5500000.00,,Energy,41.25,, 
5/12/04,NUVA US,NuVasive Inc,75.7129,11,3.636363745,6500000.00,"Lehman Brothers, BofA Securities","Consumer, Non-cyclical",260.99,6.13835, 
5/12/04,1022664D LN,Solar Integrated Technologies Inc,21.8919,171,9.06432724,7217450.00,KBC Group,Industrial,101.577,, 
5/10/04,8251545Q US,Atlas Energy Inc,40.9975,15.5,17.03225899,2300000.00,B Riley Financial Inc,Energy,201.32,, 
5/6/04,1730313D US,InfraSource Services LLC,111.8,13,-2.692307711,8600000.00,Lehman Brothers,Industrial,509.17,, 
5/5/04,GHL US,Greenhill & Co Inc,100.625,17.5,17.1428566,5000000.00,Goldman Sachs,Financial,525,12.4189, 
5/5/04,1898502D US,Origen Financial Inc,69.0072,8,0,8000000.00,Lehman Brothers,Financial,196.02,, 
4/29/04,ERH US,Allspring Utilities and High I,230,20,0,11500000.00,"Citi, Wells Fargo, AG Edwards & Sons LLC, BofA Securities",Financial,0,16.177,NYSEAmerican
4/29/04,INTX US,Intersections Inc,122.188,17,45.29411697,6250000.00,Deutsche Bank,"Consumer, Non-cyclical",288.2,, 
4/28/04,CYTK US,Cytokinetics Inc,103.155,13,23.84615326,6900000.00,Goldman Sachs,"Consumer, Non-cyclical",348.99,117.63,NASDAQ GS
4/27/04,ETO US,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,343.25,20,0,14500000.00,UBS,Financial,0,18.8942,New York
4/27/04,CII US,BlackRock Enhanced Large Cap C,256.5,20,0,12100000.00,BofA Securities,Financial,0,20.1685,New York
4/27/04,TYW US,TS&W/Claymore Tax-Advantaged Balanced Fund,231,15,0,15000000.00,BofA Securities,Financial,0,, 
4/27/04,LGI US,Lazard Global Total Return and Income Fund Inc,192,20,0,9600000.00,Citi,Financial,0,32.6372,New York
4/27/04,851947Q US,First Trust/Value Line & Ibbotson Equity Allocation Fund,130,20,0.75,6000000.00,"AG Edwards & Sons LLC, BofA Securities",Financial,0,, 
4/27/04,2601019D US,RMR Hospitality and Real Estate Fund,49.6,20,-0.25,2480000.00,RBC Capital Markets,Financial,0,, 
4/21/04,SIRF US,SiRF Technology Holdings Inc,151.8,12,27.5,11000000.00,Morgan Stanley,Technology,526.14,, 
4/20/04,1403557D US,Gander Mountain Co,105.34,16,37.625,5725000.00,"William Blair & Co LLC, BofA Securities","Consumer, Cyclical",213.81,, 
4/20/04,1056372D US,ProCentury Corp,93.45,10.5,0,8900000.00,B Riley Financial Inc,Financial,137.56,, 
4/15/04,IMMCQ US,Immunicon Corp,55.2,8,18.75,6000000.00,UBS,"Consumer, Non-cyclical",175.47,, 
4/13/04,CORT US,Corcept Therapeutics Inc,54,12,1.916666627,4500000.00,Stifel,"Consumer, Non-cyclical",271.71,76.689,NASDAQ CM
